0,1312.0
1,1196.0
2,1196.0
3,1309.0
4,1697.0
5,2361.0
6,2636.0
7,3091.0
8,3644.0
9,3928.0
10,4106.0
11,4650.0
12,5642.0
13,2950.0
14,2950.0
15,3102.0
16,3454.0
17,3520.0
18,3520.0
19,3520.0
20,3520.0
21,4116.0
22,3652.0
23,3652.0
24,5137.0
25,5384.0
26,1196.0
27,1196.0
28,1605.0
29,2969.0
30,3236.0
31,3604.0
32,3712.0
33,4412.0
34,4190.0
35,4202.0
36,4122.0
37,3652.0
38,3652.0
39,3864.0
40,4299.0
41,4680.0
42,5513.0
43,5676.0
44,6008.0
45,6309.0
46,6706.0
47,6962.0
48,6998.0
49,6554.0
50,7911.0
51,8500.0
52,8503.0
53,9745.0
54,9894.0
55,10075.0
56,4337.0
57,4337.0
58,5324.0
59,3608.0
60,3608.0
61,4753.0
62,5041.0
63,6123.0
64,7087.0
65,7322.0
66,7945.0
67,3424.0
68,2965.0
69,2965.0
70,3898.0
71,4066.0
72,3922.0
73,3922.0
74,4960.0
75,2950.0
76,2950.0
77,3190.0
78,3653.0
79,3658.0
80,4009.0
81,4082.0
82,4515.0
83,4842.0
84,5316.0
85,5861.0
86,3662.0
87,3662.0
88,5294.0
89,5756.0
90,6068.0
91,6356.0
92,6680.0
93,7357.0
94,8157.0
95,8417.0
96,8585.0
97,9324.0
98,9536.0
99,9488.0
100,2950.0
101,2950.0
102,3394.0
103,3691.0
104,4022.0
105,2965.0
106,2965.0
107,1452.0
108,1452.0
109,2365.0
110,2965.0
111,3843.0
112,4219.0
113,4516.0
114,4896.0
115,1196.0
116,1196.0
117,2509.0
118,2572.0
119,2760.0
120,2937.0
121,3198.0
122,2652.0
123,3370.0
124,3942.0
125,4934.0
126,5442.0
127,5355.0
128,5223.0
129,5739.0
130,4035.0
131,4035.0
132,4564.0
133,5017.0
134,5668.0
135,1196.0
136,1196.0
137,2505.0
138,2718.0
139,2954.0
140,3446.0
141,4899.0
142,4967.0
143,2965.0
144,2965.0
145,3608.0
146,3608.0
147,4200.0
148,4788.0
149,5845.0
150,3424.0
151,3424.0
152,4566.0
153,5135.0
154,5591.0
155,3922.0
156,3922.0
