0,980.0
1,950.0
2,612.0
3,962.0
4,1454.0
5,1280.0
6,1434.0
7,798.0
8,948.0
9,1430.0
10,1332.0
11,1430.0
12,1430.0
13,684.0
14,1422.0
15,934.0
16,950.0
17,670.0
18,1442.0
19,1422.0
20,1240.0
21,1422.0
22,1446.0
23,1240.0
24,1422.0
25,1220.0
26,1442.0
27,684.0
28,1430.0
29,1454.0
30,1430.0
31,670.0
32,1422.0
33,934.0
34,632.0
35,1430.0
36,670.0
37,732.0
38,962.0
39,1220.0
40,1442.0
41,612.0
42,940.0
43,632.0
44,962.0
45,1454.0
46,1280.0
47,1434.0
48,792.0
49,1430.0
50,1430.0
51,1260.0
52,798.0
53,1430.0
54,1260.0
55,962.0
56,1426.0
57,1434.0
58,684.0
59,1426.0
60,612.0
61,950.0
62,1296.0
63,980.0
64,792.0
65,934.0
66,1430.0
67,1332.0
68,962.0
69,934.0
70,798.0
71,1454.0
72,962.0
73,732.0
74,962.0
75,980.0
76,792.0
77,1426.0
78,612.0
79,1368.0
80,792.0
81,798.0
82,612.0
83,1280.0
84,950.0
85,632.0
86,1454.0
87,1332.0
88,684.0
89,1264.0
90,1426.0
91,1430.0
92,1434.0
93,934.0
94,798.0
95,934.0
96,1280.0
97,934.0
98,1296.0
99,1280.0
100,1296.0
101,1454.0
102,1296.0
103,798.0
104,684.0
105,980.0
106,1426.0
107,1296.0
108,1220.0
109,1430.0
110,798.0
111,1368.0
112,798.0
113,670.0
114,792.0
115,1220.0
116,632.0
117,612.0
118,950.0
119,948.0
120,612.0
121,612.0
122,612.0
123,612.0
124,676.0
125,724.0
126,692.0
127,664.0
128,658.0
129,632.0
130,632.0
131,632.0
132,632.0
133,632.0
134,632.0
135,718.0
136,704.0
137,704.0
138,762.0
139,700.0
140,812.0
141,726.0
142,670.0
143,670.0
144,670.0
145,670.0
146,670.0
147,670.0
148,750.0
149,682.0
150,682.0
151,682.0
152,748.0
153,768.0
154,768.0
155,682.0
156,684.0
157,684.0
158,684.0
159,684.0
160,684.0
161,684.0
162,684.0
163,684.0
164,684.0
165,684.0
166,684.0
167,684.0
168,684.0
169,726.0
